Sales Record Number,Buyer Username,Buyer Country,Ship To City,Ship To State,Item Number,Item Title,SKU,Sold Via Promoted Listings,Quantity,Sold For,Item Location,Total Price,Sale Date,Minimum Estimated Delivery Date,Maximum Estimated Delivery Date,Shipped On Date,Feedback Received,Shipping Service,Cancel_Order
14991,jia9028,United States,Birmingham,AL,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",51.83,2023-07-08,2023-07-15,2023-07-15,2023-07-09,No Feedback,USPS Parcel Select / Ground Advantage,No
14990,alisasellsmarykay,United States,Eagan,MN,134121435818,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic,837363842827-C-P-L1-39.99,No,1.0,63.99,"Arlington Heights, Illinois",68.55,2023-07-08,2023-07-13,2023-07-13,2023-07-09,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14989,crashtestjr,United States,Middleboro,MA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-07,2023-07-14,2023-07-14,2023-07-08,No Feedback,USPS Parcel Select / Ground Advantage,No
14988,romed,United States,Memphis,TN,134643110831,Robert Rothschild Farm Roasted Pineapple & Habanero Gourmet Glaze and Finishing,011246999225-C-P-L4-31.96,No,1.0,53.99,"Arlington Heights, Illinois",57.63,2023-07-07,2023-07-14,2023-07-14,2023-07-08,No Feedback,USPS Parcel Select / Ground Advantage,No
14987,marianita12013,United States,San Jose,CA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,2.0,60.55,"Arlington Heights, Illinois",0.0,2023-07-06,2023-07-12,2023-07-17,2023-07-07,No Feedback,USPS Parcel Select / Ground Advantage,Yes
14986,franscis,United States,Freehold,NJ,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",51.17,2023-07-06,2023-07-13,2023-07-13,2023-07-07,No Feedback,USPS Parcel Select / Ground Advantage,No
14985,rosapelusa1011,United States,Dexter,MO,133187011231,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",059642010083-S-P-L1-27.99,No,1.0,47.99,"Arlington Heights, Illinois",50.98,2023-07-06,2023-07-13,2023-07-13,2023-07-07,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14984,tfnow266,United States,hemet,CA,134121437185,Tommy Bahama Backpack Chair - Insulated Cooler Pouch - 5 Positions (Blue),080958409278-C-P-L1-39.99,No,1.0,65.99,"Arlington Heights, Illinois",71.1,2023-07-06,2023-07-15,2023-07-15,2023-07-07,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14983,aabei95,United States,Apple Valley,CA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-06,2023-07-15,2023-07-15,2023-07-07,No Feedback,USPS Parcel Select / Ground Advantage,No
14982,baje6752,Hong Kong SAR China,Glendale Heights,IL,134281678198,"Monster Rockin Roller 270X Portable Indoor/Outdoor Bluetooth Speaker, 200 Watts",827396546123-S-P-L1-169.00,No,1.0,225.99,"Arlington Heights, Illinois",0.0,2023-07-05,2023-07-17,2023-07-26,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,Yes
14981,cosgrc-h7fauzb7np,United States,milford,NH,134503079949,"Diet Coke Soda Soft Drink, 12 fl oz, 35 Pack",049000058475-S-P-L1-17.89,No,1.0,37.99,"Arlington Heights, Illinois",37.99,2023-07-05,2023-07-13,2023-07-13,2023-07-06,positive,USPS Parcel Select / Ground Advantage,No
14980,bongoeddie,United States,Monterey Park,CA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",66.76,2023-07-05,2023-07-12,2023-07-12,2023-07-06,positive,USPS Parcel Select / Ground Advantage,No
14979,ki72977,United States,Doniphan,NE,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,3.0,47.99,"Arlington Heights, Illinois",143.97,2023-07-05,2023-07-11,2023-07-11,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14978,captvideo624,United States,Boynton Beach,FL,134536676721,"Marathon Dinner Paper Party Napkins, 1/8 Fold, White: (900-count)",042000559393-CB-P-L1-17.49,No,1.0,40.55,"Arlington Heights, Illinois",43.39,2023-07-05,2023-07-14,2023-07-14,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14977,mamu4,United States,Dillonvale,OH,133187011231,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",059642010083-S-P-L1-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-05,2023-07-12,2023-07-12,2023-07-06,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14976,ef12849,United States,Plantation,FL,133799948667,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB (2PACK,096619110438-C-P-L1-35.38,No,1.0,62.99,"Arlington Heights, Illinois",67.4,2023-07-05,2023-07-10,2023-07-10,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14975,jaimerc1978,United States,Lebanon,MO,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,2.0,47.99,"Arlington Heights, Illinois",100.04,2023-07-05,2023-07-13,2023-07-13,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14974,sanjdo6,United States,Doral,FL,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",60.55,2023-07-05,2023-07-12,2023-07-12,2023-07-06,positive,USPS Parcel Select / Ground Advantage,No
14973,chester261288,United States,Christiana,TN,133187932561,Dubble Bubble Fruit Gumballs (850 ct.) (pack of 2,059642010083-S-P-L2-55.08,No,1.0,80.99,"Arlington Heights, Illinois",88.89,2023-07-05,2023-07-11,2023-07-11,2023-07-06,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14972,clayton-family,United States,Gresham,OR,134069561147,"Marathon Manual Gentle Foam Soap Refill, 1000 mL, 2 Count",036500308292-CB-P-L2-18.99,No,2.0,36.99,"Arlington Heights, Illinois",73.98,2023-07-05,2023-07-21,2023-07-21,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14971,pakrbkr,United States,Poplar,MT,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-05,2023-07-10,2023-07-13,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14970,apall9517,United States,Springfield,MA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",64.33,2023-07-05,2023-07-12,2023-07-12,2023-07-06,No Feedback,USPS Parcel Select / Ground Advantage,No
14969,buynbryn,United States,Harrisburg,PA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.99,"Arlington Heights, Illinois",55.11,2023-07-04,2023-07-10,2023-07-10,2023-07-04,No Feedback,USPS Parcel Select / Ground Advantage,No
14968,gowdeysville,United States,Gaffney,SC,133799948667,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB (2PACK,096619110438-C-P-L1-35.38,No,1.0,62.99,"Arlington Heights, Illinois",68.03,2023-07-04,2023-07-10,2023-07-10,2023-07-04,positive,USPS Parcel Select / Ground Advantage,No
14967,lmlvelasquez,United States,Miami,FL,133801721976,"Kirkland Signature Expect More Italian Basil Pesto, 22 oz - PACK OF 2",09661990551-C-F-L1-19.98,No,1.0,37.99,"Arlington Heights, Illinois",37.99,2023-07-04,2023-07-10,2023-07-10,2023-07-04,No Feedback,USPS Parcel Select / Ground Advantage,No
14966,ritu-288,United States,Stamford,CT,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,2.0,47.99,"Arlington Heights, Illinois",102.07,2023-07-04,2023-07-08,2023-07-13,2023-07-04,No Feedback,USPS Parcel Select / Ground Advantage,No
14965,harrysmom14,United States,Saint George,UT,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",64.64,2023-07-04,2023-07-14,2023-07-14,2023-07-04,positive,USPS Parcel Select / Ground Advantage,No
14964,tamarrobert-72,United States,Richland,WA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-04,2023-07-12,2023-07-12,2023-07-04,No Feedback,USPS Parcel Select / Ground Advantage,No
14963,gillnglenn,United States,Edgefield,SC,134582061031,"Aqua Joe SJI-OMS20 Aqua Joe 4,400 Sq Ft Coverage Indestructible JUMBO Metal Base",842470124578-S-F-L1-21.99,No,1.0,44.99,"Arlington Heights, Illinois",0.0,2023-07-04,2023-07-08,2023-07-08,2023-07-04,No Feedback,USPS Parcel Select / Ground Advantage,Yes
14962,ramius_0cxkjo,United States,Pittsburg,KS,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,3.0,47.99,"Arlington Heights, Illinois",153.33,2023-07-03,2023-07-11,2023-07-11,2023-07-03,No Feedback,USPS Parcel Select Ground,No
14961,philfulg,United States,Grand prairie,TX,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,2.0,47.99,"Arlington Heights, Illinois",103.9,2023-07-03,2023-07-12,2023-07-12,2023-07-03,negative,USPS Parcel Select Ground,No
14960,towersales,United States,Coldwater,KS,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",50.87,2023-07-03,2023-07-13,2023-07-13,2023-07-03,positive,USPS Parcel Select Ground,No
14959,danpil-3941,United States,Kill Devil Hills,NC,134558258441,"COHO 27L IP67 Waterproof Pack and Carry Box, Waterproof Hard Case",879854002665-C-P-L1-49.99,No,1.0,76.99,"Arlington Heights, Illinois",82.19,2023-07-02,2023-07-15,2023-07-15,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14958,mavericki8r8nob,United States,Rossford,OH,133591059584,"Kirkland Signature Extra-Large Absorbent Pads, 200 Large Pads, 30x23",096619966692-C-P-L1-35.98,No,1.0,59.95,"Arlington Heights, Illinois",64.3,2023-07-02,2023-07-12,2023-07-12,2023-07-02,positive,USPS Parcel Select Ground,No
14957,198119,United States,Lincoln City,OR,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,1.0,38.99,"Arlington Heights, Illinois",38.99,2023-07-02,2023-07-13,2023-07-13,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14956,orus334,United States,Essex Jct,VT,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-07-02,2023-07-12,2023-07-12,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14955,enduringsuccess414,United States,Milwaukee,WI,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",50.63,2023-07-02,2023-07-11,2023-07-11,2023-07-02,positive,USPS Parcel Select Ground,No
14954,jamespeastman,United States,Haymarket,VA,134149024977,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic,5456887654333-C-P-L1-39.99,No,1.0,63.99,"Arlington Heights, Illinois",67.83,2023-07-02,2023-07-12,2023-07-12,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14953,stactone-0,United States,Sequim,WA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,3.0,60.55,"Arlington Heights, Illinois",197.27,2023-07-02,2023-07-12,2023-07-12,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14952,4YTOLENxTUS@Deleted,Unknown,Unknown,Unknown,134255798735,Martinelli's 25.4 oz Sparkling Cider (6 pack),041244122561-CB-P-L1-16.49,No,2.0,38.99,"Arlington Heights, Illinois",77.98,2023-07-01,2023-07-11,2023-07-11,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14951,oldbarnowl802,United States,S Portland,ME,134527365282,Tramontina Double Wall Stainless Steel Mixing Bowls (3-Pack),016017138957-CB-P-L1-19.99,No,1.0,38.99,"Arlington Heights, Illinois",0.0,2023-07-01,2023-07-14,2023-07-14,2023-07-02,positive,USPS Parcel Select Ground,Yes
14950,arm196666,United States,Las Vegas,NV,133851124992,Premium Dog Biscuits Chicken Meal & Rice Forumla All Sizes & Breeds - 15 lbs.,096619110438-C-P-L2-17.69,No,1.0,38.15,"Arlington Heights, Illinois",41.35,2023-07-01,2023-07-12,2023-07-12,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14949,pin93568,United States,SAINT PETERS,MO,134521260223,"COHO 27L IP67 Waterproof Pack and Carry Box, Waterproof Hard Case",879854002887-C-P-L1-49.99,No,1.0,76.99,"Arlington Heights, Illinois",83.11,2023-07-01,2023-07-12,2023-07-12,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14948,gsdamronge,United States,Saute Nacoche,GA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",49.43,2023-07-01,2023-07-11,2023-07-11,2023-07-02,No Feedback,USPS Parcel Select Ground,No
14947,sergiocbllr,United States,brownsville,TX,133187011231,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",059642010083-S-P-L1-27.99,No,1.0,47.99,"Arlington Heights, Illinois",51.95,2023-06-30,2023-07-07,2023-07-07,2023-07-01,No Feedback,USPS Priority Mail Flat Rate Envelope,No
14946,yamahabluejack,United States,Muskegon,MI,134056506212,4X Greenerways Liquid Hand Soap 16 FL / 473 mL Each,300742541282-CB-F-L1-15.99,No,1.0,21.99,"Arlington Heights, Illinois",0.0,2023-06-30,2023-07-06,2023-07-11,2023-07-01,No Feedback,USPS Priority Mail,Yes
14945,weste_952,United States,Knoxville,TN,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-12.99,No,1.0,29.55,"Elk Grove Village, Illinois",31.4,2023-06-30,2023-07-08,2023-07-08,2023-07-01,No Feedback,USPS Parcel Select Ground,No
14944,ajod_2013,United States,Gainesville,GA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",49.43,2023-06-30,2023-07-10,2023-07-10,2023-07-01,No Feedback,USPS Parcel Select Ground,No
14943,brmpg,United States,Key Largo,FL,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,6.0,60.55,"Arlington Heights, Illinois",390.55,2023-06-30,2023-07-10,2023-07-10,2023-07-01,No Feedback,USPS Parcel Select Ground,No
14942,gorpa_14,United States,Chagrin Falls,OH,133830204479,"Kirkland Signature Jasmine Rice, 50 Pound",096619698332-C-P-L1-33.78,No,1.0,62.95,"Arlington Heights, Illinois",62.95,2023-06-30,2023-07-06,2023-07-06,2023-07-01,No Feedback,USPS Parcel Select Ground,No
14941,hobby229,United States,Rumford,RI,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,No,1.0,25.0,"Elk Grove Village, Illinois",25.0,2023-06-30,2023-07-08,2023-07-08,2023-07-01,positive,USPS Parcel Select Ground,No
14940,cornerstonebarbershop,United States,Mason,WV,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-06-30,2023-07-06,2023-07-08,2023-07-01,No Feedback,USPS Parcel Select Ground,No
14939,erikadriedger,United States,Seminole,TX,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",65.55,2023-06-29,2023-07-05,2023-07-05,2023-06-29,No Feedback,USPS Parcel Select Ground,No
14938,top09,United States,Rose City,MI,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.99,"Arlington Heights, Illinois",55.11,2023-06-29,2023-07-03,2023-07-03,2023-06-29,positive,USPS Parcel Select Ground,No
14937,racer84s10,United States,linwood,KS,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",50.39,2023-06-29,2023-07-03,2023-07-03,2023-06-29,positive,USPS Parcel Select Ground,No
14936,wub7lx-ls-a@Deleted,Unknown,Unknown,Unknown,134281563525,Hoody's Peanut Butter Chocolate Mix - 2 Pack,041616203362-C-P-L2-19.98,No,1.0,38.99,"Arlington Heights, Illinois",38.99,2023-06-29,2023-07-03,2023-07-03,2023-06-29,No Feedback,USPS Parcel Select Ground,No
14935,runtee1013,United States,Discovery Bay,CA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",65.85,2023-06-28,2023-07-01,2023-07-01,2023-06-28,positive,USPS Parcel Select Ground,No
14934,urbus93,United States,Eagle Mountain,UT,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",64.88,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14933,alsen7078,United States,San Francisco,CA,134263513883,Pearson's Nut Goodie Bar | Loaded with Roasted Peanuts Pack of 24 - 1.75 oz.,077290128110-CB-F-L1-13.49,No,1.0,29.99,"Arlington Heights, Illinois",29.99,2023-06-28,2023-07-06,2023-07-06,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14932,jinmar5,United States,Omaha,NE,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,1.0,38.99,"Arlington Heights, Illinois",41.72,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14931,tonyvalentihasthefire,United States,Santa Clarita,CA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14930,geiserrk10,United States,Belleville,IL,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",65.0,2023-06-28,2023-07-01,2023-07-01,2023-06-28,positive,USPS Parcel Select Ground,No
14929,herbburb,United States,OCEANSIDE,CA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,2.0,60.55,"Arlington Heights, Illinois",131.09,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14928,finderskeepersoftucson,United States,Tucson,AZ,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",47.99,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14927,kimmiehond,United States,Doral,FL,134410461625,"Oster Air Fryer Oven, 10-in-1 Countertop Toaster Oven, XL Fits 2 16""",053891154871-CB-P-L1-189.99,No,1.0,251.99,"Arlington Heights, Illinois",269.63,2023-06-28,2023-07-03,2023-07-03,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14926,lightbearer01,United States,BELLEVUE,NE,133267091130,"3 PACK Tassos All Natural Double Stuffed Jalapeno, Garlic Super Olive (35.27 oz",652878008635-C-P-L3-20.37,No,1.0,37.95,"Arlington Heights, Illinois",37.95,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Priority Mail,No
14925,ddev4798,United States,Fredericktown,OH,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.99,"Arlington Heights, Illinois",55.76,2023-06-28,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14924,meanderson33,United States,Dallas,TX,134048296588,"Kirkland Signature Compactor Bags, 18 Gallon, Smart Fit  2 Pack (70 Count)",096619503292-CB-P-L1-29.98,No,1.0,49.99,"Arlington Heights, Illinois",54.11,2023-06-27,2023-07-01,2023-07-01,2023-06-28,positive,USPS Parcel Select Ground,No
14923,earthsounds,United States,Oak Harbor,WA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,2.0,47.99,"Arlington Heights, Illinois",95.98,2023-06-27,2023-06-30,2023-06-30,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14922,energizedvending,United States,Severna Park,MD,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",50.87,2023-06-27,2023-06-30,2023-06-30,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14921,gr8motivator,United States,Yorktown,VA,134228622216,"Beautyrest Black Pillows, 2-Pack Standard Queen",025695983902-C-P-L1-22.99,No,1.0,60.55,"Arlington Heights, Illinois",64.79,2023-06-27,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
14920,teampenner541,United States,Prineville,OR,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-W-P-L2-30.00,No,2.0,51.99,"Arlington Heights, Illinois",103.98,2023-06-27,2023-07-03,2023-07-03,2023-06-28,positive,USPS Parcel Select Ground,No
14919,pizzaweidele,United States,Foster,RI,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.99,No,1.0,47.99,"Arlington Heights, Illinois",51.35,2023-06-27,2023-07-01,2023-07-01,2023-06-28,No Feedback,USPS Parcel Select Ground,No
